industry_code,industry_name,ticker,name,weight,declare_date
801010,农林牧渔,601952,苏垦农发,0.6487,2021-12-13
801010,农林牧渔,603336,宏辉果蔬,0.5104,2021-12-13
801010,农林牧渔,603363,傲农生物,0.7669,2021-12-13
801010,农林牧渔,603566,普莱柯,0.3863,2021-12-13
801010,农林牧渔,603609,禾丰股份,0.457,2021-12-13
801010,农林牧渔,603668,天马科技,0.6782,2021-12-13
801010,农林牧渔,605198,安德利,0.5013,2021-12-13
801010,农林牧渔,605296,神农集团,0.3701,2021-12-13
801010,农林牧渔,688098,申联生物,0.3161,2021-12-13
801010,农林牧渔,688526,科前生物,0.2636,2021-12-13
801010,农林牧渔,301116,益客食品,0.1563,2022-01-18
801010,农林牧渔,603477,巨星农牧,0.7599,2022-01-25
801010,农林牧渔,001313,粤海饲料,0.2769,2022-02-16
801010,农林牧渔,000663,永安林业,0.2128,2022-08-01
801010,农林牧渔,002696,百洋股份,0.2005,2022-08-01
801010,农林牧渔,600883,博闻科技,0.185,2022-08-01
801010,农林牧渔,603182,嘉华股份,0.2656,2022-09-09
801010,农林牧渔,603151,邦基科技,0.231,2022-10-19
801010,农林牧渔,001338,永顺泰,0.3509,2022-11-16
801010,农林牧渔,001366,播恩集团,0.13,2023-03-07
801010,农林牧渔,301498,乖宝宠物,0.6217,2023-08-16
801010,农林牧渔,603231,索宝蛋白,0.23,2023-12-01
801010,农林牧渔,002215,诺普信,1.153,2025-05-13
801010,农林牧渔,688156,路德科技,0.2534,2025-05-13
801010,农林牧渔,000048,京基智农,0.877,2025-08-13
801010,农林牧渔,603717,天域生物,0.2112,2025-08-13
801010,农林牧渔,000876,新希望,2.4662,2026-07-02
801010,农林牧渔,002086,东方海洋,0.5262,2026-07-02
801010,农林牧渔,000019,深粮控股,0.3105,2021-12-13
801030,基础化工,000510,新金路,0.3769,2021-12-13
801030,基础化工,000525,红太阳,0.1831,2021-12-13
